Time of Day [h:m:s:ms],Participant,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Class
13:42:24:745,59,Fixation,Fixation,10,7,581.3503,446.6901,628.1013,422.6464,0
13:42:24:761,59,Fixation,Saccade,10,5,580.8618,445.7021,627.088,422.7848,0
13:42:24:778,59,Fixation,Fixation,10,8,580.5671,448.0713,626.5353,424.9812,0
13:42:24:795,59,Fixation,Fixation,10,8,581.7524,450.2407,625.8564,424.6093,0
13:42:24:811,59,Fixation,Fixation,10,8,580.7847,450.4602,625.8699,425.1788,0
13:42:24:828,59,Fixation,Fixation,10,8,582.2847,449.1392,626.249,425.0364,0
13:42:24:845,59,Fixation,Fixation,10,8,583.3048,449.0948,626.5607,426.0681,0
13:42:24:862,59,Fixation,Fixation,10,8,584.1611,449.2557,626.9427,427.2422,0
13:42:24:878,59,Fixation,Fixation,10,8,587.469,449.2671,626.7602,427.1929,0
13:42:24:895,59,Fixation,Fixation,10,8,587.4037,449.9536,626.777,427.3759,0
13:42:24:912,59,Fixation,Fixation,10,8,589.6746,449.6219,627.502,427.7459,0
13:42:24:928,59,Fixation,Fixation,10,8,588.2866,448.236,626.0533,426.1798,0
13:42:24:945,59,Fixation,Fixation,10,8,590.707,439.932,627.4585,418.5752,0
13:42:24:962,59,Fixation,Fixation,10,8,591.1148,432.0665,627.2654,417.6822,0
13:42:24:978,59,Fixation,Fixation,10,8,591.4859,424.5097,627.7189,411.1507,0
13:42:24:995,59,Fixation,Fixation,10,8,591.5352,423.5362,628.2649,409.1053,0
13:42:25:012,59,Fixation,Fixation,10,8,591.1686,421.9004,628.4666,407.6983,0
13:42:25:028,59,Fixation,Fixation,10,8,592.3665,413.7359,627.4855,409.5302,0
13:42:25:045,59,Fixation,Fixation,10,8,592.1704,411.9364,627.6565,404.1991,0
13:42:25:062,59,Saccade,Saccade,9,6,591.5155,408.6193,628.4408,404.9337,0
13:42:25:078,59,Saccade,Saccade,9,6,521.9546,405.2539,518.8721,400.9594,0
13:42:25:095,59,Saccade,Saccade,9,6,354.0594,402.5903,366.2881,397.0405,0
13:42:25:112,59,Fixation,Fixation,11,9,220.8309,402.8243,241.9261,396.3607,0
13:42:25:129,59,Fixation,Fixation,11,9,219.721,400.4586,236.0488,394.1751,0
13:42:25:145,59,Fixation,Fixation,11,9,211.3152,399.6805,224.5341,393.0223,0
13:42:25:162,59,Fixation,Fixation,11,9,212.4466,400.8915,224.1876,390.2886,0
13:42:25:179,59,Fixation,Fixation,11,9,207.5282,399.2927,221.8524,387.5826,0
13:42:25:195,59,Fixation,Fixation,11,9,208.0041,397.3028,219.0106,384.3706,0
13:42:25:212,59,Fixation,Fixation,11,9,205.1363,394.9781,217.3929,381.9398,0
13:42:25:229,59,Fixation,Fixation,11,9,206.1277,391.8215,216.13,378.8182,0
13:42:25:245,59,Fixation,Fixation,11,9,204.3856,391.804,215.0936,376.4076,0
13:42:25:262,59,Fixation,Fixation,11,9,203.1078,391.399,212.5983,373.272,0
13:42:25:279,59,Fixation,Fixation,11,9,203.163,391.2782,211.3726,370.4881,0
13:42:25:295,59,Fixation,Fixation,11,9,199.3798,391.4957,210.0952,367.3262,0
13:42:25:312,59,Fixation,Fixation,11,9,197.8364,388.2168,207.8198,364.0716,0
13:42:25:329,59,Fixation,Fixation,11,9,196.7983,389.9358,206.0216,362.2174,0
13:42:25:346,59,Fixation,Fixation,11,9,185.6212,391.0074,193.3618,364.6792,0
13:42:25:362,59,Fixation,Saccade,11,7,186.1671,390.5276,191.9561,364.4846,0
13:42:25:379,59,Fixation,Fixation,11,10,173.6145,392.2399,179.354,365.6309,0
13:42:25:396,59,Fixation,Fixation,11,10,168.6439,394.2028,172.3913,365.6129,0
13:42:25:412,59,Fixation,Fixation,11,10,166.5079,394.2597,171.6811,368.3737,0
13:42:25:429,59,Fixation,Fixation,11,10,161.6607,396.2809,168.4759,367.6207,0
13:42:25:446,59,-,Fixation,-,10,160.5141,397.3017,166.3498,371.2567,0
13:42:25:462,59,-,Fixation,-,10,156.6042,397.7965,163.4749,373.4468,0
13:42:25:479,59,-,Fixation,-,10,153.9664,397.8027,161.9606,375.0662,0
13:42:25:496,59,-,Fixation,-,10,160.283,398.9638,170.4925,376.567,0
13:42:25:512,59,-,Blink,-,6,382.8994,401.4234,0,0,0
13:42:25:529,59,-,Blink,-,6,0,0,0,0,0
13:42:25:546,59,-,Blink,-,6,0,0,0,0,0
13:42:25:563,59,-,Blink,-,6,0,0,0,0,0
13:42:25:579,59,Saccade,Blink,10,6,647.0308,657.2106,0,0,0
13:42:25:596,59,Fixation,Blink,12,6,633.1882,402.206,0,0,0
13:42:25:613,59,Fixation,Fixation,12,11,616.5208,400.1395,635.8154,376.9437,0
13:42:25:629,59,Fixation,Fixation,12,11,610.9518,400.9082,637.0743,376.8342,0
13:42:25:646,59,Fixation,Fixation,12,11,607.899,405.1756,638.079,377.763,0
13:42:25:663,59,Fixation,Fixation,12,11,605.823,408.6712,637.5792,379.9483,0
13:42:25:679,59,Fixation,Fixation,12,11,604.4371,406.328,638.1666,381.463,0
13:42:25:696,59,Fixation,Fixation,12,11,605.1801,412.1207,640.6692,385.2706,0
13:42:25:713,59,Fixation,Fixation,12,11,605.8862,414.2627,639.8939,385.9398,0
13:42:25:729,59,Fixation,Fixation,12,11,603.919,416.6508,639.7065,387.5389,0
13:42:25:746,59,Fixation,Fixation,12,11,601.3352,420.3232,641.9827,389.91,0
13:42:25:763,59,Saccade,Fixation,11,11,603.7462,423.3414,641.5294,394.4629,0
13:42:25:780,59,Fixation,Fixation,13,11,599.6036,461.6963,641.9217,421.1147,0
13:42:25:796,59,Fixation,Fixation,13,11,598.8751,453.3273,642.5977,433.5118,0
13:42:25:813,59,Fixation,Fixation,13,11,598.0735,480.1127,642.8151,434.2544,0
13:42:25:830,59,Fixation,Fixation,13,11,596.4782,476.3567,641.4101,442.9942,0
13:42:25:846,59,Fixation,Fixation,13,11,596.7829,482.1203,641.8617,447.2407,0
13:42:25:863,59,Fixation,Fixation,13,11,594.3193,487.247,641.6597,449.1854,0
13:42:25:880,59,Fixation,Fixation,13,11,594.6771,490.2697,641.0661,448.7928,0
13:42:25:896,59,Fixation,Saccade,13,8,593.0048,489.555,641.8399,447.7392,0
13:42:25:913,59,Fixation,Fixation,13,12,591.3907,490.4284,641.0587,450.7508,0
13:42:25:930,59,Fixation,Fixation,13,12,589.4755,477.6842,638.9057,434.2675,0
13:42:25:946,59,Fixation,Fixation,13,12,588.2003,480.0083,638.4385,443.9284,0
13:42:25:963,59,Fixation,Fixation,13,12,590.3546,479.2774,638.5471,439.6421,0
13:42:25:980,59,Fixation,Fixation,13,12,587.8428,476.529,637.3301,439.4137,0
13:42:25:997,59,Fixation,Fixation,13,12,589.363,471.8857,637.9996,438.1185,0
13:42:26:013,59,Fixation,Fixation,13,12,588.6598,466.2261,638.6397,433.4659,0
13:42:26:030,59,Fixation,Fixation,13,12,587.8566,466.9722,637.3332,432.4552,0
13:42:26:047,59,Fixation,Fixation,13,12,587.6658,464.8717,636.7991,429.8506,0
13:42:26:063,59,Fixation,Fixation,13,12,586.707,462.9795,635.9317,427.6366,0
13:42:26:080,59,Fixation,Fixation,13,12,587.371,462.514,634.6657,427.3294,0
13:42:26:097,59,Fixation,Fixation,13,12,587.5453,460.6016,635.2063,425.9059,0
13:42:26:113,59,Fixation,Fixation,13,12,589.4195,461.354,635.4871,427.351,0
13:42:26:130,59,Fixation,Fixation,13,12,590.1398,460.4359,634.9285,427.5359,0
13:42:26:147,59,Fixation,Fixation,13,12,586.2922,459.929,633.5299,427.4835,0
13:42:26:163,59,Saccade,Saccade,12,9,587.0737,458.4056,633.5868,426.8899,0
13:42:26:180,59,Saccade,Saccade,12,9,551.3024,454.9864,576.5025,427.7344,0
13:42:26:197,59,Saccade,Saccade,12,9,369.5802,440.2581,396.2282,425.1635,0
13:42:26:214,59,Fixation,Fixation,14,13,190.4315,414.4244,223.4901,413.7395,0
13:42:26:230,59,Fixation,Fixation,14,13,185.8059,395.8864,214.4214,396.6583,0
13:42:26:247,59,Fixation,Fixation,14,13,175.9886,395.2854,201.5932,383.804,0
13:42:26:264,59,Fixation,Fixation,14,13,178.6144,396.2872,202.1074,372.6473,0
13:42:26:280,59,Fixation,Fixation,14,13,178.6115,395.9161,196.9261,368.1401,0
13:42:26:297,59,Fixation,Fixation,14,13,178.325,396.0158,196.0481,364.6371,0
13:42:26:314,59,Fixation,Fixation,14,13,176.1819,390.2792,193.3121,360.9595,0
13:42:26:330,59,Fixation,Fixation,14,13,177.398,394.3118,191.6736,357.2202,0
13:42:26:347,59,Fixation,Fixation,14,13,175.869,389.6484,190.5808,355.415,0
13:42:26:364,59,Fixation,Fixation,14,13,176.366,388.0512,189.1324,351.5455,0
13:42:26:381,59,Fixation,Fixation,14,13,176.4773,387.6874,188.1926,350.7803,0
13:42:26:397,59,Fixation,Fixation,14,13,175.2283,385.8534,186.3907,347.485,0
13:42:26:414,59,Fixation,Fixation,14,13,196.7311,385.3154,188.0061,345.6554,0
13:42:26:431,59,-,Blink,-,7,482.9692,382.3352,0,0,0
13:42:26:447,59,-,Blink,-,7,0,0,0,0,0
13:42:26:464,59,-,Blink,-,7,0,0,0,0,0
13:42:26:481,59,-,Blink,-,7,0,0,0,0,0
13:42:26:497,59,Saccade,Blink,13,7,633.9581,507.9939,0,0,0
13:42:26:514,59,Fixation,Blink,15,7,622.582,399.0108,0,0,0
13:42:26:531,59,Fixation,Fixation,15,14,611.1864,421.76,609.8193,357.8954,0
13:42:26:548,59,Fixation,Fixation,15,14,601.0815,432.2966,615.0084,379.6718,0
13:42:26:564,59,Fixation,Fixation,15,14,596.6746,443.2353,619.9728,416.0492,0
13:42:26:581,59,Fixation,Fixation,15,14,593.0575,447.4326,618.1326,409.8175,0
13:42:26:598,59,Fixation,Fixation,15,14,591.0699,452.13,616.0574,400.8115,0
13:42:26:614,59,Fixation,Fixation,15,14,590.0105,454.1496,615.7808,407.2931,0
13:42:26:631,59,Saccade,Fixation,14,14,590.2424,454.3854,613.8312,410.0471,0
13:42:26:648,59,Fixation,Fixation,16,14,590.4672,458.1846,614.113,413.6382,0
13:42:26:664,59,Fixation,Fixation,16,14,589.7458,458.9724,614.4955,415.3012,0
13:42:26:681,59,Fixation,Fixation,16,14,588.0484,459.8161,615.764,418.4797,0
13:42:26:698,59,Fixation,Fixation,16,14,586.3128,461.2798,613.9792,419.9052,0
13:42:26:715,59,Fixation,Saccade,16,10,560.9826,465.2673,601.9454,420.3887,0
13:42:26:731,59,Saccade,Fixation,15,15,566.3468,466.3763,572.9345,420.5179,0
13:42:26:748,59,Fixation,Fixation,17,15,534.5272,466.9452,575.1618,421.8015,0
13:42:26:765,59,Fixation,Fixation,17,15,540.8217,468.4405,577.2535,422.3097,0
13:42:26:781,59,Fixation,Fixation,17,15,539.2438,470.3648,581.3174,424.3156,0
13:42:26:798,59,Fixation,Fixation,17,15,529.2601,470.8886,571.4971,426.8917,0
13:42:26:815,59,Fixation,Fixation,17,15,533.373,471.6339,567.1279,428.9035,0
13:42:26:831,59,Fixation,Fixation,17,15,528.969,471.5749,568.541,430.2549,0
13:42:26:848,59,Fixation,Fixation,17,15,532.2118,472.351,566.8528,431.5256,0
13:42:26:865,59,Fixation,Fixation,17,15,532.0247,472.7902,566.8238,431.735,0
13:42:26:882,59,Fixation,Fixation,17,15,533.3344,473.8786,566.0928,431.7396,0
13:42:26:898,59,Fixation,Fixation,17,15,532.3011,473.3235,565.2097,432.6715,0
13:42:26:915,59,Fixation,Fixation,17,15,533.7023,472.4097,566.2656,433.8952,0
13:42:26:932,59,Fixation,Fixation,17,15,532.4319,471.8718,565.8313,433.8308,0
13:42:26:948,59,Fixation,Fixation,17,15,534.3503,473.0591,561.3005,433.3914,0
13:42:26:965,59,Fixation,Fixation,17,15,533.8875,471.9094,559.2297,431.4235,0
13:42:26:982,59,Fixation,Fixation,17,15,535.259,469.2694,560.4553,431.9175,0
13:42:26:998,59,Fixation,Blink,17,8,534.0495,474.222,0,0,0
13:42:27:015,59,-,Blink,-,8,0,0,0,0,0
13:42:27:032,59,-,Blink,-,8,0,0,0,0,0
13:42:27:048,59,-,Blink,-,8,0,0,0,0,0
13:42:27:065,59,-,Blink,-,8,0,0,0,0,0
13:42:27:082,59,Saccade,Blink,16,8,467.4382,627.7188,0,0,0
13:42:27:099,59,Fixation,Blink,18,8,545.5198,443.4203,0,0,0
13:42:27:115,59,Fixation,Fixation,18,16,541.4923,446.9294,561.3882,408.0978,0
13:42:27:132,59,Fixation,Fixation,18,16,544.3686,437.6541,566.6407,419.913,0
13:42:27:149,59,Fixation,Fixation,18,16,545.5011,434.1715,570.0179,415.1356,0
13:42:27:165,59,Fixation,Fixation,18,16,545.9804,433.7419,571.8075,416.1381,0
13:42:27:182,59,Fixation,Fixation,18,16,550.1111,432.0041,572.0031,414.864,0
13:42:27:199,59,Fixation,Fixation,18,16,551.4444,430.5107,576.5405,412.8192,0
13:42:27:215,59,Fixation,Fixation,18,16,550.5679,432.8275,581.7726,411.8596,0
13:42:27:232,59,Fixation,Fixation,18,16,553.3114,432.0813,580.9809,408.5348,0
13:42:27:249,59,Fixation,Fixation,18,16,554.7513,430.9721,581.5546,408.8711,0
13:42:27:265,59,Fixation,Fixation,18,16,555.1562,431.3373,584.9878,408.2429,0
13:42:27:282,59,Fixation,Fixation,18,16,553.9148,433.5847,586.4259,408.1846,0
13:42:27:299,59,Fixation,Fixation,18,16,554.183,434.715,587.2573,409.5369,0
13:42:27:316,59,Fixation,Fixation,18,16,553.0109,436.0519,587.6711,410.8268,0
13:42:27:332,59,Fixation,Fixation,18,16,543.2272,438.8371,572.335,413.9324,0
13:42:27:349,59,Fixation,Fixation,18,16,547.4559,439.5229,571.5529,415.7618,0
13:42:27:366,59,Fixation,Fixation,18,16,537.2138,441.8184,557.8841,420.2079,0
13:42:27:382,59,Fixation,Fixation,18,16,540.5199,445.0724,574.6452,421.8064,0
13:42:27:399,59,Fixation,Fixation,18,16,533.3242,447.1034,574.3699,422.5828,0
13:42:27:416,59,Fixation,Fixation,18,16,533.2915,448.2133,572.3898,424.9084,0
13:42:27:432,59,Fixation,Fixation,18,16,532.8121,449.0647,572.9795,425.5779,0
13:42:27:449,59,Fixation,Fixation,18,16,531.7449,450.0885,564.3349,425.6202,0
13:42:27:466,59,Fixation,Fixation,18,16,527.1816,450.3617,565.6001,425.2235,0
13:42:27:482,59,Fixation,Fixation,18,16,527.0888,452.0323,564.2472,426.5126,0
13:42:27:499,59,Fixation,Fixation,18,16,527.6886,453.0202,563.0632,426.2892,0
13:42:27:516,59,Fixation,Fixation,18,16,526.1241,456.6151,561.8146,427.8955,0
13:42:27:532,59,Fixation,Fixation,18,16,523.4066,460.1754,565.0567,428.5465,0
13:42:27:549,59,Fixation,Fixation,18,16,524.8277,457.7789,566.4702,427.7992,0
13:42:27:566,59,Fixation,Fixation,18,16,523.9092,457.7749,565.2109,427.7323,0
13:42:27:583,59,Fixation,Fixation,18,16,526.5306,461.1709,564.3651,428.5352,0
13:42:27:599,59,Fixation,Fixation,18,16,523.5173,461.7528,562.6466,429.21,0
13:42:27:616,59,Fixation,Fixation,18,16,525.6011,464.686,561.8489,431.077,0
13:42:27:633,59,Fixation,Fixation,18,16,524.0542,466.8742,562.459,432.046,0
13:42:27:649,59,Fixation,Fixation,18,16,525.5508,471.657,561.0856,434.1168,0
13:42:27:666,59,Fixation,Fixation,18,16,524.3835,472.2282,559.4307,436.0802,0
13:42:27:683,59,Fixation,Fixation,18,16,522.7384,473.7755,560.016,438.2865,0
13:42:27:699,59,Fixation,Fixation,18,16,522.5681,473.7793,560.1823,438.9586,0
13:42:27:716,59,Fixation,Fixation,18,16,524.5231,475.409,559.9198,440.1065,0
13:42:27:733,59,Fixation,Fixation,18,16,524.8746,476.0994,558.7855,440.7671,0
13:42:27:749,59,Saccade,Saccade,17,11,524.6142,477.3484,559.3675,442.3773,0
13:42:27:766,59,Saccade,Saccade,17,11,412.2663,468.7116,425.4873,437.4112,0
13:42:27:783,59,Saccade,Saccade,17,11,289.6875,443.9589,300.5252,412.1483,0
13:42:27:800,59,Fixation,Fixation,19,17,205.3765,421.5455,211.499,393.52,0
13:42:27:816,59,Fixation,Fixation,19,17,194.3664,413.9672,204.213,382.2601,0
13:42:27:833,59,Fixation,Fixation,19,17,191.4367,413.7762,202.0548,380.1738,0
13:42:27:850,59,Fixation,Fixation,19,17,193.1401,407.7959,203.5093,374.6844,0
13:42:27:866,59,Fixation,Fixation,19,17,193.8245,403.0054,202.2543,372.0402,0
13:42:27:883,59,Fixation,Fixation,19,17,194.3429,401.2642,201.9149,370.5697,0
13:42:27:900,59,Fixation,Fixation,19,17,193.298,401.0663,199.9262,370.2554,0
13:42:27:916,59,Fixation,Fixation,19,17,194.7672,399.7242,200.2513,369.8456,0
13:42:27:933,59,Saccade,Saccade,18,12,194.6933,396.5731,205.8338,368.7652,0
13:42:27:950,59,Saccade,Saccade,18,12,312.2933,398.1641,305.9297,368.4248,0
13:42:27:967,59,Saccade,Saccade,18,12,487.0096,402.4082,482.4008,370.0142,0
13:42:27:983,59,Fixation,Fixation,20,18,571.6874,412.7907,576.6698,371.2354,0
13:42:28:000,59,Fixation,Fixation,20,18,571.7974,421.6587,576.7956,373.9563,0
13:42:28:017,59,Fixation,Fixation,20,18,574.7093,423.8118,583.9918,375.5518,0
13:42:28:033,59,Fixation,Fixation,20,18,573.6095,430.2651,581.7065,377.2594,0
13:42:28:050,59,Fixation,Fixation,20,18,573.5669,434.3958,585.5121,379.4692,0
13:42:28:067,59,Fixation,Fixation,20,18,570.6122,437.3052,587.5491,381.6345,0
13:42:28:083,59,Fixation,Fixation,20,18,571.8722,441.5107,601.4088,385.245,0
13:42:28:100,59,Fixation,Fixation,20,18,571.7795,442.0937,600.3238,387.4731,0
13:42:28:117,59,Fixation,Fixation,20,18,573.8012,442.8789,613.3846,389.4008,0
13:42:28:133,59,Fixation,-,20,-,574.7253,444.7726,0,0,0
13:42:28:150,59,Fixation,-,20,-,575.7798,445.6951,0,0,0
13:42:28:167,59,Fixation,Fixation,20,19,577.0731,446.9533,616.1336,395.5636,0
13:42:28:184,59,Fixation,Fixation,20,19,578.415,448.1582,605.26,397.0983,0
13:42:28:200,59,Fixation,Fixation,20,19,581.4107,449.1186,608.6249,400.4925,0
13:42:28:217,59,Fixation,Fixation,20,19,582.6192,449.9262,612.6805,403.3083,0
13:42:28:234,59,Fixation,Fixation,20,19,584.8621,450.0899,614.3251,404.7539,0
13:42:28:250,59,Fixation,Fixation,20,19,586.897,449.691,618.1088,407.0426,0
13:42:28:267,59,Fixation,Fixation,20,19,586.804,450.6979,620.0396,412.7917,0
13:42:28:284,59,Fixation,Fixation,20,19,587.1948,451.6635,621.0802,415.5152,0
13:42:28:300,59,Fixation,Fixation,20,19,586.8907,454.468,619.7969,419.5654,0
13:42:28:317,59,Fixation,Fixation,20,19,586.8224,456.1514,618.6158,421.549,0
13:42:28:334,59,Fixation,Fixation,20,19,586.2429,457.6165,617.2944,424.7506,0
13:42:28:351,59,Fixation,Fixation,20,19,586.0155,460.3754,616.637,426.4997,0
13:42:28:367,59,Fixation,Fixation,20,19,586.9624,463.0157,616.9189,431.1832,0
13:42:28:384,59,Fixation,Fixation,20,19,585.8773,462.6131,618.9172,432.8413,0
13:42:28:401,59,Fixation,Fixation,20,19,586.3587,465.763,619.5131,435.4678,0
13:42:28:417,59,Fixation,Fixation,20,19,585.3246,466.3673,620.7362,437.5344,0
13:42:28:434,59,Fixation,Fixation,20,19,585.5601,469.6687,620.695,440.4213,0
13:42:28:451,59,Fixation,Fixation,20,19,587.2401,471.2883,621.3749,441.1945,0
13:42:28:467,59,Fixation,Fixation,20,19,588.6671,472.5267,622.3787,443.0235,0
13:42:28:484,59,Fixation,Fixation,20,19,589.9593,472.9361,622.8466,444.9238,0
13:42:28:501,59,Fixation,Fixation,20,19,590.0631,472.4752,624.9325,445.4417,0
13:42:28:518,59,Fixation,Fixation,20,19,590.9014,471.8398,625.1592,445.6806,0
13:42:28:534,59,Fixation,Fixation,20,19,591.0397,472.006,627.1847,445.8847,0
13:42:28:551,59,Fixation,Fixation,20,19,590.8029,472.6445,627.6013,443.7096,0
13:42:28:568,59,Fixation,Fixation,20,19,590.6839,473.0387,628.7908,443.5616,0
13:42:28:584,59,Fixation,Fixation,20,19,591.0602,472.0469,628.9137,443.1844,0
13:42:28:601,59,Fixation,Fixation,20,19,592.2988,472.3181,628.2388,442.9801,0
13:42:28:618,59,Fixation,Fixation,20,19,590.8798,471.8729,628.7689,441.6433,0
13:42:28:634,59,Fixation,Fixation,20,19,589.5359,471.6484,629.212,440.9535,0
13:42:28:651,59,Fixation,Fixation,20,19,589.3281,472.8592,629.2513,439.6658,0
13:42:28:668,59,Fixation,Fixation,20,19,589.1243,472.2101,629.2078,438.2407,0
13:42:28:684,59,Fixation,Fixation,20,19,589.7456,474.1618,629.3717,437.4055,0
13:42:28:701,59,Fixation,Fixation,20,19,589.8096,474.6833,630.2011,436.6545,0
13:42:28:718,59,Fixation,Fixation,20,19,591.0602,474.0163,629.255,436.5047,0
13:42:28:735,59,Fixation,Fixation,20,19,588.8937,473.2327,627.7734,436.8798,0
13:42:28:751,59,Fixation,Fixation,20,19,587.7445,473.407,625.1764,436.7525,0
13:42:28:768,59,Fixation,Fixation,20,19,583.652,473.9688,622.9277,436.2332,0
13:42:28:785,59,Fixation,Fixation,20,19,579.816,474.4867,616.2912,436.1909,0
13:42:28:801,59,Fixation,Fixation,20,19,578.0819,474.6429,613.8027,436.2259,0
13:42:28:818,59,Fixation,Fixation,20,19,576.5933,474.0626,613.6518,436.0344,0
13:42:28:835,59,Fixation,Fixation,20,19,574.9002,472.5357,611.5149,435.757,0
13:42:28:851,59,Fixation,Fixation,20,19,571.9284,472.7207,614.9942,436.2791,0
13:42:28:868,59,Fixation,Fixation,20,19,570.5164,472.1325,616.8076,438.7417,0
13:42:28:885,59,Fixation,Fixation,20,19,568.8056,472.0948,612.1477,441.3999,0
13:42:28:901,59,Fixation,Fixation,20,19,567.518,472.6737,609.599,441.6247,0
13:42:28:918,59,Fixation,Fixation,20,19,567.2539,472.8541,610.4529,443.2839,0
13:42:28:935,59,Fixation,Fixation,20,19,564.2183,472.3966,601.5387,443.9947,0
13:42:28:952,59,-,-,-,-,400.6669,456.2119,427.9237,426.253,0
13:42:28:968,59,-,-,-,-,266.0453,418.4146,265.0531,407.3886,0
13:42:28:985,59,-,Blink,-,9,181.2447,401.6363,0,0,0
13:42:29:002,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:018,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:035,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:052,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:068,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:085,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:102,59,Blink,Blink,3,9,0,0,0,0,0
13:42:29:119,59,Fixation,Blink,21,9,267.9022,370.6604,0,0,0
13:42:29:135,59,Fixation,Blink,21,9,262.8331,363.2101,233.7114,358.674,0
13:42:29:152,59,Fixation,-,21,-,261.4682,356.2108,249.3553,367.4886,0
13:42:29:169,59,Fixation,-,21,-,260.9523,358.0131,0,0,0
13:42:29:185,59,Fixation,-,21,-,261.9015,354.1736,258.8922,363.0106,0
13:42:29:202,59,Fixation,-,21,-,261.2745,355.7258,0,0,0
13:42:29:219,59,Fixation,-,21,-,260.3955,355.1692,0,0,0
13:42:29:235,59,Fixation,-,21,-,259.6109,354.2885,0,0,0
13:42:29:252,59,Fixation,Saccade,21,13,258.7385,354.1872,276.0063,366.3227,0
13:42:29:269,59,Fixation,Saccade,21,13,257.7164,352.9665,274.3056,364.8354,0
13:42:29:285,59,Fixation,Saccade,21,13,258.2341,352.4892,272.6308,362.4803,0
13:42:29:302,59,Saccade,Saccade,19,13,256.3471,353.7913,270.7305,360.7283,0
13:42:29:319,59,Saccade,Saccade,19,13,377.9145,373.8841,374.4803,371.5697,0
13:42:29:336,59,Fixation,Fixation,22,20,450.8982,471.7361,479.6637,427.9833,0
13:42:29:352,59,Fixation,Fixation,22,20,465.868,476.2606,481.5832,433.0212,0
13:42:29:369,59,Fixation,Fixation,22,20,468.7119,482.1513,501.6173,444.9386,0
13:42:29:386,59,Fixation,Fixation,22,20,463.5567,482.8286,493.1992,446.1033,0
13:42:29:402,59,Fixation,Fixation,22,20,465.6605,483.5349,493.5479,448.5398,0
13:42:29:419,59,Fixation,Fixation,22,20,467.1014,485.1307,497.7738,447.8024,0
13:42:29:436,59,Fixation,Fixation,22,20,468.582,484.7659,497.4973,449.7514,0
13:42:29:452,59,Fixation,Fixation,22,20,467.9585,486.9829,498.1063,446.0719,0
13:42:29:469,59,Saccade,Fixation,20,20,468.2906,487.7509,500.4233,446.7397,0
13:42:29:486,59,Fixation,-,23,-,540.2126,478.1837,550.3961,427.2243,0
13:42:29:502,59,Fixation,Blink,23,10,544.4351,477.369,0,0,0
13:42:29:519,59,Fixation,Blink,23,10,552.0995,475.7095,0,0,0
13:42:29:536,59,Fixation,Blink,23,10,553.9883,471.8216,0,0,0
13:42:29:552,59,Fixation,Blink,23,10,558.3708,469.9067,0,0,0
13:42:29:569,59,Fixation,Blink,23,10,560.031,465.049,0,0,0
13:42:29:586,59,Fixation,Blink,23,10,555.9013,464.057,0,0,0
13:42:29:603,59,Fixation,Blink,23,10,557.6882,464.1497,0,0,0
13:42:29:619,59,Fixation,Blink,23,10,558.5246,461.7705,0,0,0
13:42:29:636,59,Fixation,Fixation,23,21,557.6365,457.6644,626.2728,448.1019,0
13:42:29:653,59,Fixation,Fixation,23,21,556.7565,457.3868,613.3357,450.2513,0
13:42:29:669,59,Fixation,Fixation,23,21,553.95,459.4082,614.6582,449.3881,0
13:42:29:686,59,Fixation,Fixation,23,21,551.2411,460.3748,603.9958,447.4651,0
13:42:29:703,59,Fixation,Fixation,23,21,551.0589,459.7692,593.6391,444.8074,0
13:42:29:719,59,Fixation,Fixation,23,21,549.2324,459.1128,596.4908,442.5444,0
13:42:29:736,59,Fixation,Fixation,23,21,548.4384,458.7171,595.5194,439.4597,0
13:42:29:753,59,Fixation,Fixation,23,21,546.5727,459.328,598.3089,438.805,0
13:42:29:770,59,Fixation,Fixation,23,21,545.838,459.2512,596.5839,437.284,0
13:42:29:786,59,Fixation,Fixation,23,21,545.8466,459.9767,594.9929,436.0622,0
13:42:29:803,59,Fixation,Fixation,23,21,545.0403,459.4143,598.1272,439.8057,0
13:42:29:820,59,Fixation,Fixation,23,21,544.0933,460.89,596.4525,437.4932,0
13:42:29:836,59,Fixation,Fixation,23,21,543.7564,462.166,598.2836,436.2376,0
